tweet,y
"[ 0.07366541 -0.22093429  0.20116013  0.00316644 -0.42116967 -0.51392853
  0.45948893  0.10517231 -0.5261157  -0.34947166  0.49859124 -0.3000319
  0.4628801   0.6128473  -0.03920788  0.02173144  0.25489265 -0.1015043
  0.02774446 -0.08880372 -0.36018425  0.7664826   0.21473625 -0.00923826
 -0.11011136 -0.00850204  0.581733    0.5875694  -0.34843877 -0.1929806
  0.2883746  -0.39580616 -0.6789469   0.13054572  0.6042214   0.13614485
 -0.27857876  1.0578682  -0.33983102 -0.6327426   0.53928465 -0.00484695
 -0.19968754  0.3994482   0.7594671  -0.05548545  0.42538762  0.27769414
  0.42058167  0.6972078 ]",0
"[-1.33490682e-01  5.30034304e-03 -6.71437383e-02  3.03097993e-01
 -2.91912138e-01 -1.54476287e-02  3.00740838e-01  3.56906533e-01
 -5.24361908e-01 -4.05642182e-01  3.40949208e-01  2.08756998e-01
  2.99384296e-01 -4.92216051e-01 -1.34467199e-01 -4.65496518e-02
 -1.57845885e-01 -1.30551711e-01  3.89053188e-02  3.84693183e-02
 -8.54669884e-02 -7.07154796e-02  2.36920059e-01  5.31945527e-01
  5.67625761e-01 -2.29091167e-01 -1.21149339e-01  3.22453827e-01
 -3.37590337e-01  2.57181823e-02 -2.33430237e-01 -5.39401770e-02
  9.45450924e-03 -1.74362972e-01 -5.77171631e-02  3.79099607e-01
  5.29213846e-02  1.23837076e-01  2.53675997e-01 -1.01153567e-01
  1.93129897e-01 -1.25133112e-01 -1.91309518e-04  1.69051632e-01
  3.18889767e-01 -2.83932872e-02 -2.66440868e-01  2.22196102e-01
  2.78476447e-01  4.59439099e-01]",0
"[-0.01894591  0.15938164  0.10381561  0.4002292   0.06209937 -0.05089526
  0.2878453  -0.02208761 -0.15863611 -0.420937   -0.2643309   0.30350283
 -0.20878834  0.02971855 -0.57198805  0.2783899   0.24850468  0.05290284
 -0.8169288  -0.43822742 -0.14710027  0.17170317  0.7011782  -0.14389303
  0.21904682 -0.30784974 -0.00196292 -0.11669604  0.02269644  0.2593754
  0.1608003  -0.07374346  0.08364122  0.12892307  0.15634385  0.5327394
  0.7018447  -0.33138636 -0.05532814  0.09358393 -0.11324015 -0.01424198
 -0.08186048 -0.06856884 -0.336253    0.21736427 -0.45372567  0.2592782
  0.02240522  0.18551716]",1
"[-0.17821138  0.18881181  0.20139606 -0.24964532  0.04274691 -0.15077326
  0.15163654  0.61622345  0.18800992  0.3357753  -1.4728823  -0.34061864
 -0.47810194  0.34463274 -0.00902318  0.6408449  -0.09065786 -0.24586666
 -0.72243154 -0.31657353  0.17938407 -0.35707533  0.47290313  0.4788682
 -0.2693607   0.481024   -0.21896397 -0.53747445  0.22581862  0.00771107
 -0.18778892 -0.04833088  0.11737348 -0.02411863  0.2879146   0.495085
  0.66223294  0.21769504  0.15881957  0.04344609  0.02170491  0.38715836
  0.21469551  0.27049673  0.1523991   0.16000815  0.5962613   0.25964013
 -0.14627916 -0.3229226 ]",0
"[ 0.02470553 -0.0909624   0.10881706  0.16746247  0.24499434 -0.15731928
  0.21381652 -0.06698032 -0.41699728  0.07750018  0.1672061  -0.0552662
  0.1610962   0.2533498   0.19255148 -0.1542667   0.00224711  0.00602454
  0.07761179 -0.16600905 -0.23519136  0.30747476 -0.07381547 -0.19699678
 -0.15652122  0.11334274 -0.09682586  0.3529087  -0.0093774  -0.02585005
 -0.03053579  0.2798181  -0.03172119 -0.22679207 -0.09972971  0.32127035
  0.148007   -0.11094409 -0.08004809  0.11560836  0.03958036 -0.2883357
 -0.17343418 -0.2415962   0.3478317   0.03015543  0.4083127  -0.4616844
  0.16141066  0.18987942]",0
"[-0.109378    0.41717485  0.14977618  0.27307758  0.05279866 -0.09005245
  0.3671234   0.44377914 -0.26227957 -0.17145813  0.13404012 -0.41085222
 -0.2309517  -0.35461852 -0.00703296  0.1804774   0.07601986 -0.02050337
 -0.11515824 -0.14721847  0.16647933 -0.08350936  0.22479823  0.07024527
  0.19345973  0.08882426  0.17380394 -0.03962678  0.06072624 -0.08897299
  0.49066943 -0.386633   -0.17019482  0.08618679  0.19698577  0.20280366
 -0.04481743 -0.08554057 -0.00605522 -0.4014831   0.27504724 -0.02031118
  0.01893635  0.02827985 -0.07455323  0.05282115  0.0187569   0.02241276
  0.21701732  0.5532298 ]",0
"[ 0.1494628  -0.07214089  0.5782211   0.05411197  0.25736973 -0.24746597
  0.06182478 -0.15879588  0.02098568 -0.25916043 -0.02396342 -0.00824782
  0.2661564   0.28732494 -0.05971451  0.2254964   0.6975871   0.32436022
 -0.15440589  0.10899988 -0.08081632  0.22819003  0.2683111  -0.12570576
 -0.09533381  0.07145273 -0.21990635  0.09141822 -0.0752068  -0.30649728
 -0.17908101 -0.08319458 -0.26060852  0.14001173  0.19163424 -0.12796359
 -0.14698319 -0.08393844  0.02627405 -0.04868046  0.04530278 -0.12899853
 -0.0966477  -0.33590364  0.8201686   0.30771512  0.24022147 -0.669862
  0.31313878  0.15664959]",0
"[-0.01738391  0.03590763  0.3443235   0.2504995   0.45015562 -0.6433467
  0.37195617  0.16391805  0.00407966 -0.27922523  0.89557606 -0.5505209
  0.1278178   0.04234281 -0.09157892  0.37563628  0.6775798  -0.05565406
 -0.32372612 -0.04951743 -0.29077974  0.18497095  0.21447332 -0.30111775
  0.22881791 -0.01987055 -0.20422637  0.11976472 -0.5157084  -0.6002618
  0.26240546 -0.78601855 -0.06236492  0.49602062  0.21690345  0.10912929
 -0.04472091 -0.23608078  0.5827952  -0.05939088  0.5978011  -0.23225327
  0.02387043 -0.45029342  0.7875938   0.39231992 -0.05807466 -0.4012152
  0.14390317  0.5799552 ]",0
"[ 0.05244628  0.19441362  0.1792495   0.05086328  0.05409105 -0.33691272
 -0.04104023  0.1233732  -0.00348211 -0.07494814 -0.01110158 -0.33850774
 -0.17160821 -0.10050073 -0.00703687  0.10880838  0.30081505  0.14704941
 -0.29450816 -0.26878962  0.08078542  0.03897071  0.16754182  0.03710373
 -0.06340358  0.18604627 -0.06900056  0.1085654  -0.22251998 -0.088707
  0.0087194   0.03121717  0.05152843 -0.2110023   0.02980128 -0.10928573
 -0.18245319  0.31098914 -0.0273183  -0.05187375  0.3721019  -0.14574508
  0.00922425 -0.10689996  0.5057794   0.0902075  -0.07152519 -0.17223017
  0.13600023  0.0671445 ]",0
"[-0.15484285  0.96238893  0.04955335 -0.20157896  0.90281814 -0.6340305
  0.5667819   0.59929687  0.14367013  0.901897   -0.7718807   0.16355751
  0.19742867  0.41159666  0.31788164  0.05057072  0.29477653 -0.15518886
 -0.9070988   0.07369365  0.42322505 -0.234779    0.78699875 -0.02947287
  0.42104524  0.12982252 -0.36070207 -0.97543037  0.13519458  0.74692285
  0.15700755 -0.10639688 -0.42276537 -0.09065146  0.03374165  0.45452872
  0.1451708  -0.47758287  0.09971901 -0.94317466  0.4145249   0.11093222
  0.2234127  -0.00569789 -0.48462552  0.6351881   0.29052094 -0.94190115
 -0.7638275  -0.17985207]",0
"[-0.38862413  0.1359395   0.05362351  0.1355165   0.46936253 -0.17694186
  0.7935548  -0.06522392 -0.7811643  -0.06124715 -0.0184615  -0.59164816
 -0.6282757   0.1458468  -1.0409454   0.7795682   0.42923456 -0.06433526
  0.06927233 -0.48890698 -0.2114515  -0.11428022 -0.03205734 -0.4904441
  0.14644133  0.19068426 -0.67318493  0.14939725 -0.58051544 -0.21076679
  0.01717758 -0.6069586   0.24641933  0.5811304   0.27749723  0.58568966
 -0.27203476  0.37527403  0.01168848 -0.52044183  0.1856944  -0.13177747
  0.21405217  0.16421323  1.0654782   0.08972334  0.3669176  -0.22450805
  0.7588947   0.3116275 ]",0
"[-0.3749742   0.06102502  0.2905443  -0.68673843  0.32841772  0.05951064
  0.6752139  -0.23674957 -0.5026144  -0.03616396 -1.1218632   0.2650836
  0.7566087   0.02577404 -1.442164    0.8361912   0.5452354   1.0425345
  0.35101244 -0.1243236   0.20524654 -0.9812195   0.70176065  0.34702855
  0.822566    0.58403957  0.02394605 -0.14902839 -0.04121293 -0.16864955
  1.2609532  -0.26068833 -0.51359856 -0.23281357  0.5770088   0.9607629
  0.5621479   0.24500678  0.51147306  0.51216567  0.22340503 -0.24042629
  0.32789117  0.67346364  0.6120418  -0.17463617  0.12663887 -0.7471543
 -0.06237352  0.17601618]",0
"[ 2.05843613e-01  2.21875623e-01  1.28137678e-01  5.29432073e-02
  2.90212333e-01 -7.09212899e-01  1.13798626e-01  9.83111978e-01
 -1.79482624e-01 -2.44449094e-01 -5.38648479e-02  3.42953473e-01
  7.39853531e-02  3.29477429e-01  3.06457222e-01 -1.61301076e-01
  1.20228268e-01 -3.99832845e-01 -5.40495217e-01  3.62404317e-01
  1.12561695e-01  3.30152690e-01 -5.31847954e-01  4.61173475e-01
  1.00917399e-01  2.63318688e-01  1.83059886e-01  9.27831512e-04
  2.74528563e-02 -1.25539958e-01 -1.11643955e-01 -9.13916603e-02
  1.20101251e-01  3.71533066e-01 -6.95082247e-02  1.02292407e+00
  9.48106423e-02  1.90795690e-01  2.14093134e-01 -5.94949871e-02
 -1.18371412e-01 -1.60637312e-02  1.17176203e-02  1.63972393e-01
  9.24615681e-01  3.13984871e-01 -2.48004809e-01  1.92688122e-01
  1.26621276e-01  1.71458200e-01]",1
"[-0.13899934  0.46712533  0.25309923  0.91936797  0.02051849 -0.38067067
  0.479833    0.5273601   0.08691752  0.5865747  -0.25547472 -0.02638103
 -0.24358022  0.03390637  0.2537793   0.5828416   0.39466777 -0.3177484
 -0.3274283   0.28218508 -0.21434583  0.47755948  0.23598042  0.00975366
  0.14131682  0.04421645  0.7049653  -0.09564263  0.5640104   0.10329706
 -0.07983202  0.4388796   0.0825613  -0.6333462   0.33373538  0.6728372
  0.31405872  0.06286722 -0.1186896  -0.3173358  -0.12072227  0.4738822
  0.20585987  0.5775215   0.09892751  0.2763479   0.14231731  0.33707017
 -0.7823545  -0.14348511]",0
"[ 0.01500482  0.13946684  0.53374195  0.36438414 -0.11289813 -0.3230658
  0.30893552  0.4056657  -0.44347456 -0.30193487 -0.20257054 -0.09424669
 -0.08332989 -0.04980602  0.11190758  0.21137115  0.5143205   0.13235575
 -0.4383595  -0.663648   -0.09882702  0.1296671   0.49709225  0.02355412
  0.1814251   0.01956698 -0.3611018   0.02082475 -0.36212024  0.09373649
 -0.2658941   0.01868364  0.14533554 -0.11370404 -0.21263854  0.04605552
  0.11113703 -0.04002746 -0.21805914 -0.12854467  0.05253525  0.01734903
  0.01363902 -0.38789937  0.3274679  -0.18518737 -0.16426031 -0.27605456
  0.05804943  0.41926283]",0
"[ 0.20175634 -0.02290742  0.417647    0.5506761  -0.03449549 -0.3710746
  0.532305    0.20217745 -0.61209154 -0.5172923   0.20916753  0.07709529
  0.19358289 -0.10779721  0.17537382  0.26940203  0.764722   -0.05253348
 -0.3168947  -0.68020487 -0.3098451   0.04982084  0.6095991  -0.19477317
  0.27907103 -0.21597905  0.00327803 -0.01785784 -0.6667671  -0.12569477
 -0.23279905  0.05986679 -0.15349673  0.30167577 -0.18645233 -0.19818607
  0.2853396  -0.3939067  -0.49051937 -0.3151118   0.02339063  0.1571649
 -0.05548292 -0.37796375  0.47367927 -0.08968232 -0.0184753  -0.21129681
 -0.18705334  0.48364863]",0
"[ 0.20734045  0.47324038  0.06899988 -0.21518281 -0.3793925  -0.02321601
  0.3755308   0.24368943 -0.19847415 -0.23067132 -0.48991877 -0.39403126
 -0.03119177  0.35423157 -0.2716361   0.3202404   0.04823534 -0.01549894
 -0.28759643 -0.21809773 -0.47660905  0.23250589  0.41661903  0.5465871
 -0.10839647  0.24779627  0.32366782  0.05182018 -0.13795581  0.16337256
 -0.12550537  0.0321717   0.13689621 -0.29735756  0.07692347  0.31766593
  0.28845754 -0.30943725 -0.1096818  -0.02851397 -0.45236653 -0.32381243
  0.07326298 -0.60947967  0.25344357 -0.36671886  0.26672435 -0.2762017
 -0.06764685 -0.27778226]",0
"[ 0.14635912  0.06265027  0.5142825  -0.24024668 -0.34020677 -0.12482794
  0.60440373  0.2529366  -0.44365177  0.03062278 -0.7607593   0.08934495
  0.31426007  0.0790058  -0.7873171   0.5203208   0.9062131   0.4883379
 -0.06176326 -0.33815408  0.46839014 -0.84155095  0.68784946  0.7020406
  0.43969196  0.4513734   0.09698465  0.05503545  0.14915699  0.12150538
  0.37538308 -0.09545165 -0.06937405  0.09409489  0.5680766   0.61528254
  0.36144534 -0.37057835 -0.4854666   0.16061538  0.31440112 -0.06091562
  0.37982234  0.2379027   0.9454821   0.01164296  0.16520578 -0.4691184
  0.21195643 -0.19127516]",0
"[-0.0718965   0.01959917  0.6013763   0.29079875 -0.13694456 -0.4185821
  0.37750325  0.62278676 -0.43788677 -0.2873604  -0.1509241  -0.19370654
 -0.17006393  0.08738959  0.12099222  0.30546755  0.58193004  0.07651987
 -0.59263456 -0.73369634 -0.01896734  0.24962796  0.6377634   0.14877322
  0.29088676  0.18901987 -0.27322552 -0.07783099 -0.49614418 -0.05123817
 -0.19742282  0.02562013  0.2043311  -0.12487959 -0.22697271  0.19595201
  0.2009584  -0.01529401 -0.13841772 -0.13720915 -0.07534037 -0.01319509
  0.08301303 -0.49973992  0.40987933 -0.05740681 -0.13829295 -0.3380044
  0.13693434  0.6069569 ]",0
"[ 0.08320484 -0.34908348  0.39827934  0.7033322   0.19976012 -0.642911
  0.3043153   0.02750846 -0.5757542  -0.63631153  0.28510523  0.12176695
  0.20545822  0.01278573 -0.00512687 -0.28646234  0.5630135  -0.01066238
 -0.7888882  -0.93052787 -0.2285881  -0.09389468  0.4314833   0.337069
  0.08998412 -0.12783454 -0.1930942  -0.4689157  -0.25486046  0.10788509
 -0.04009248 -0.0867614   0.18509866  0.29670593  0.40096423  0.08467194
  0.4494935  -0.38556084 -0.29908204 -0.0993266  -0.07519743 -0.02834977
 -0.5513651  -0.31251523  0.4092558  -0.39795765 -0.39916342  0.2956221
  0.05208191  0.22111772]",0
"[ 0.15915534  0.08166074  0.41868666  0.42761698 -0.01131009 -0.281392
  0.3289068   0.23324949 -0.29999003 -0.29732236 -0.14335759 -0.04938349
 -0.11397355 -0.10166255  0.00731929  0.21073745  0.52564484  0.12903991
 -0.25081924 -0.5373639  -0.13614611  0.08537902  0.3274187  -0.06281619
  0.03969986 -0.00374561 -0.24955882  0.11311541 -0.35172498  0.15831147
 -0.19154356  0.10998909  0.07244783 -0.01225825 -0.07525193 -0.00186565
  0.0936143   0.0512982  -0.25887197 -0.1482384  -0.03743361 -0.00490938
 -0.0397953  -0.29865354  0.31860444 -0.16881655  0.0117333  -0.3325685
  0.06621007  0.3862438 ]",0
"[ 0.00450189  0.04061771  0.47067308  0.44225726 -0.12139206 -0.24453536
  0.3299843   0.31465936 -0.2886525  -0.45774132 -0.15337315 -0.09181751
 -0.16472703 -0.08868717  0.17024791  0.26166058  0.5834497   0.00405189
 -0.30971104 -0.55660516 -0.18696828  0.18799871  0.5149799  -0.03535524
  0.19469218  0.01356671 -0.40989813 -0.0476262  -0.565976    0.1266713
 -0.3394722   0.1266741   0.17182054 -0.3085272  -0.30608332 -0.09595409
 -0.01531825 -0.13498503 -0.27787536 -0.16032338 -0.10636584  0.03164988
 -0.00073383 -0.39916018  0.36081222 -0.31619868 -0.18154025 -0.31787375
  0.00739801  0.42913213]",0
"[ 0.10432632  0.02245179  0.5200754   0.67264724 -0.01265335 -0.398871
  0.28449115  0.27110693 -0.19120395 -0.32597     0.10205251 -0.06692545
 -0.12103507  0.00478021  0.09512293  0.03931675  0.5859512   0.11234935
 -0.31775987 -0.48739275 -0.0497725   0.146465    0.2941126  -0.12279064
  0.11546149 -0.10247398 -0.09636227  0.07310368 -0.39334023  0.14442681
 -0.33947235  0.10981064  0.04022469  0.29838032  0.10843723 -0.10855566
  0.10858142 -0.01394291 -0.35036883 -0.34292608 -0.06777889  0.01707362
 -0.06231778 -0.2929801   0.22720477 -0.208363   -0.18941419 -0.1451991
  0.04534591  0.50422245]",0
"[-0.4258087   0.41156748  0.43900868 -0.13498893  0.04290127 -0.36364695
  0.45872355 -0.09303205 -0.49405184 -0.35307616 -0.94816333  0.66803926
 -0.51841444  0.18512842 -0.21135983 -0.11888012 -0.6335025   0.51723087
 -0.46568772 -1.0261554  -0.32576174  0.08643215  0.97755206  0.7474992
  0.07521426 -0.09305583 -0.5869656  -0.5542416  -1.4513879   0.29025978
  0.49970374 -0.5646633  -0.11745131 -0.3245145  -0.20286348 -0.09873814
  0.3175927   0.555554    0.3361024  -0.20944995 -0.00247211 -0.2686149
 -0.02428821 -0.01026001  0.03090757 -0.2787851  -0.42564356 -0.13336383
  0.37715888 -0.87252307]",1
"[-0.07352415  0.01558789  0.13094322  0.8803348   0.12792964 -0.05612284
  0.09212571  0.05189117  0.04505169 -0.20815653  0.2856571   0.21147966
 -0.06857141  0.02570756 -0.3037058   0.03246891  0.58617526 -0.04834512
 -0.41854414 -0.41445825 -0.35068074 -0.02701239  0.230496    0.25050628
  0.10200018 -0.4242198   0.0837824   0.0291319  -0.06858327  0.35507137
  0.10233881 -0.10658149  0.08873225  0.02656114  0.2392824   0.15989235
  0.28872615 -0.22076501 -0.15468352  0.13688733 -0.3817321   0.2510322
 -0.31009263 -0.2078937  -0.02265458  0.06026349 -0.48314983  0.1504253
 -0.08207075  0.27707186]",0
"[-0.00849907 -0.14914924  0.6286731   0.63099915 -0.15362234 -0.21126734
  0.42753333  0.38326645 -0.45186794 -0.35656923  0.36090615 -0.03432363
 -0.09666748 -0.03940574  0.21297206 -0.11372976  0.36060253 -0.08872033
 -0.39098355 -0.51812536  0.11124784  0.08864452  0.3225687  -0.322734
  0.15041223 -0.04823063 -0.21493962  0.10117468 -0.36422595 -0.11816133
 -0.25723782  0.07415523  0.17089534 -0.15174259 -0.13894658 -0.1775919
  0.16628435 -0.27054963 -0.3060856  -0.15636803 -0.05823125 -0.03004679
 -0.2292241  -0.12600882  0.32996738 -0.48492664 -0.33434927 -0.15598503
  0.349857    0.4092093 ]",0
"[ 0.17030053  0.10384432  0.01688296  0.76088065 -0.12397853 -0.9838232
  0.57298356  0.6337455  -0.55332077 -0.16333696  0.35506245  0.0149052
 -0.16679934 -0.10867354  0.39875498  0.2628569   0.49651802 -0.26629123
 -0.18515222 -1.2653148  -0.33436656 -0.1244482   0.49948022 -0.09934293
 -0.24923356  0.39962316  0.09478912 -0.14412914 -0.28996992 -0.08385453
 -0.07779728 -0.14651562 -0.07496079  0.20797159 -0.06341568  1.2005854
  0.19965324 -0.2549648  -0.27363878  0.05364417  0.5920276   0.00626029
 -0.6317024  -0.22312632  1.1928014   0.707719   -0.30046886 -0.11156867
 -0.46255708  0.0847987 ]",0
"[ 0.16088822  0.00141331  0.09517308 -0.0950222  -0.01842882 -0.34940922
  0.51508075  0.60973334 -0.6649902  -0.02044094 -0.09039341 -0.41409287
 -0.15016398  0.01000866 -0.04967124  0.18291266  0.3408836  -0.19446452
 -0.36470896 -0.26837236  0.27315286 -0.01689542  0.41737983 -0.14192644
 -0.18711974  0.2354139  -0.24878147  0.20419522 -0.327018   -0.08894648
 -0.03705227  0.0159306  -0.00093622  0.20936254 -0.14463118  0.10593609
 -0.08539831  0.27766588  0.0490382  -0.1297712   0.0869708  -0.09916592
  0.29781905 -0.16046561  0.640266    0.01464884 -0.16901566 -0.19527136
  0.4301003   0.47610483]",0
"[-2.24557687e-02  1.79377571e-01  1.08558990e-01 -1.22229785e-01
 -3.44763875e-01 -4.73247655e-03  4.73818064e-01  1.65029392e-01
 -1.49945170e-01  1.23260655e-02 -5.29256821e-01 -5.47349565e-02
  1.82317987e-01 -2.41132695e-02 -1.03767738e-01  9.90116894e-02
  6.21948540e-02  4.39805612e-02 -2.67121553e-01 -2.93365687e-01
 -1.04986481e-01  6.06453009e-02  2.77316421e-01  7.25433603e-02
  4.13969792e-02  1.90894559e-01 -2.22454313e-02 -4.89481837e-02
 -1.61785170e-01 -6.17786385e-02 -5.53297475e-02 -1.61418080e-01
  9.03940201e-02  4.37650422e-04 -2.34789345e-02  2.07971439e-01
  1.85550347e-01 -1.05126798e-01  1.81488305e-01 -9.99465957e-02
 -3.13342027e-02 -9.17644054e-03 -1.86460674e-01  6.52482882e-02
  2.58774489e-01  5.60248271e-02 -1.48618475e-01  1.96335521e-02
 -5.09633347e-02 -8.43667984e-02]",1
"[ 0.06090417  0.3903328   0.4139463   0.2764664  -0.42121363 -0.10391258
  0.15258512  1.1090698  -0.32878023 -0.08083431 -0.9390231   0.31964836
 -0.07537045  0.4845285  -0.00137375  0.28302974  0.40874174  0.05542654
 -0.32708526 -0.726522   -0.19708388 -0.2846658  -0.18100451  1.0185624
 -0.13671719  0.57319057 -0.7933104  -0.24046409 -0.01107158  0.51645976
 -0.5847336   0.03287015  0.1979242   0.2581562  -0.11646885  1.251913
  0.30541545  0.04252163  0.14463803  0.36606807  0.28952932 -0.20532529
  0.25706214 -0.34155357  1.2325817   0.35807103  0.12321173 -0.6732966
 -0.25314355 -0.55670583]",0
"[-0.21241765  0.2217601  -0.18411899 -0.42716122 -0.2528617  -0.43721214
  0.64635676  0.7337096  -0.30137238  1.0632076  -0.7995236  -0.08547202
  0.29803437  0.4336275   0.11575636  0.1825405   0.67351794  0.04575173
 -0.24760576 -0.47763395  0.07051511  0.07952625  0.6273179  -0.03218637
  0.14915021  0.02157606 -0.10501973 -0.27615833 -0.29630327 -0.06406085
  0.596141   -0.00491118 -0.39911982  0.31724522 -0.09929407  0.04252076
  0.18908228  0.71235985 -0.36276117 -0.07245503 -0.24068083  0.03797691
 -0.251471   -0.35686344  0.60574436  0.18754327  0.52337533 -0.28331244
 -0.09838755  0.11048278]",0
"[-0.1105527  -0.19691838  0.49352366  0.66859233 -0.0887494  -0.23010956
  0.5442535   0.38000044 -0.28112465 -0.43133336  0.14351213 -0.18899156
 -0.03404086  0.08242618  0.3494865   0.06373206  0.6768446   0.11245888
 -0.30288434 -0.5655706  -0.16047981  0.16779181  0.4512162   0.01682832
  0.32992455  0.08028631  0.12426484 -0.12879042 -0.48727944  0.03346871
 -0.23622356  0.07463913 -0.06068505  0.27119344  0.03116902 -0.17717966
  0.3663698  -0.21865149 -0.30392092 -0.25648922  0.01718397 -0.02029257
 -0.16726102 -0.2784506   0.20483391 -0.36196983 -0.33973518 -0.03552271
 -0.07168913  0.50117385]",0
"[ 0.26826522  0.46721944  0.5080221   0.31365743  0.8563053  -0.8162398
  0.44443506  0.6383359  -0.70801455  0.06468538  0.40918064  0.06270399
 -0.5819468   0.29626286  0.5498926   0.09149309  0.46684852 -0.38131723
 -0.57417804 -0.6524347   0.33775267  0.294261   -0.25736058 -0.7248017
  0.5417513  -0.45771465 -0.43082115  0.3305059  -0.08446162 -0.35330874
  0.5542916  -1.1382626   0.47309455  0.93899554 -0.46377197  0.47117835
  1.1035335  -0.2526325  -0.03837892 -0.13569923  0.38292032 -0.07043721
  0.23170647  0.2580591   0.3796626   0.6201461   0.16096489 -0.27567148
  0.72644156  0.54042   ]",1
"[ 0.07196128 -0.30407047  0.04558639 -0.21064523 -0.02655676 -0.24744688
  0.16833265  0.11071465 -0.05001088 -0.24850525 -0.2554793   0.07488914
  0.09748753  0.04905679  0.08663277  0.03789149  0.2882583  -0.07823021
 -0.36399612 -0.10642088  0.2915724   0.16071922  0.21003777 -0.2025067
  0.23397774 -0.04927994 -0.4194416  -0.04376306 -0.08720399  0.14953169
 -0.15399486  0.0390286  -0.15910007  0.33648986  0.01448395  0.11941073
  0.19185846  0.08814902 -0.08756276 -0.07083969  0.11132897 -0.06412344
 -0.18124999 -0.31131807  0.27569115 -0.03475643 -0.15323178 -0.24405278
  0.09745622  0.2051766 ]",0
"[ 0.01377913  0.23595786 -0.04182647  0.09360727 -0.20031138 -0.30690983
  0.7276661   0.10222613 -1.0482473  -0.6966613  -0.04419293  0.17554925
  0.06731045 -0.12933546 -0.54812646  0.5133527   0.7876458   0.2386714
 -0.1297753  -0.83757555 -0.08256326 -0.29164106 -0.00360656 -0.33069167
  0.6457261  -0.2624607  -0.22353107 -0.38513735 -0.82332605  0.04509879
 -0.2013609   0.11259653  0.23693474  0.06232703  0.05650563  0.3511611
 -0.17488055  0.11575392  0.11757654  0.15544881 -0.27108935 -0.03034451
  0.25534034 -0.21482393  0.89070153 -0.453538   -0.37226298 -0.17011304
  0.05942785  0.8342861 ]",0
"[ 0.01197206 -0.00100341  0.5169741   0.989508    0.02175393 -0.28731513
  0.59166473  0.08623669 -0.3442094  -0.5127948   0.23800354 -0.07166703
  0.06171021 -0.06506175  0.03167038  0.04942649  0.80166     0.13085741
 -0.34530684 -0.52791595 -0.04995253  0.04892734  0.3496031  -0.03572974
  0.24927495 -0.2545166   0.04067168  0.04551959 -0.2636258   0.2390536
 -0.22076255  0.02682678 -0.03841574  0.26536193  0.30196023 -0.20131823
  0.2850003  -0.10129889 -0.51531446 -0.41276735 -0.08431951  0.06924789
 -0.09162746 -0.03018904  0.18777551 -0.26501465 -0.4185523   0.00102287
 -0.01774107  0.42013958]",0
"[ 0.2282685   0.07380439  0.22034168  0.42555973  0.32525766 -0.9223633
  1.1042428   0.8247684  -0.33785892 -0.19284055 -1.015388    0.15940715
 -0.37718174  0.3457164   0.03220135  0.10012148 -0.12345082 -0.7282245
  0.34328347 -0.61982685  1.2379333  -0.24922599  0.46703112 -0.5083697
  0.45016086 -0.21027327 -0.56391007 -0.21053258  0.46665582  0.60991734
 -0.33236504  0.6018282   0.6869344   0.9209945   0.12286931  0.77571636
  0.6223627   0.02506649 -0.7023413  -0.37441403  0.7350158   0.18549913
 -0.21653433  0.9218272   0.03347282  0.10608461 -0.8325048  -0.2938875
  0.89283544  0.3340518 ]",0
"[ 2.51205806e-02  2.84180015e-01 -5.02506010e-02 -4.62952405e-02
 -3.20504457e-01 -1.27312005e-01  6.76441252e-01  1.93432391e-01
 -1.09743619e+00 -5.54189384e-01  6.31964183e-04  1.95537314e-01
  6.19921945e-02 -1.05022371e-01 -6.06473804e-01  5.62291324e-01
  7.61596739e-01  1.64115936e-01 -2.25817651e-01 -8.56392264e-01
 -1.37127355e-01 -3.76499265e-01  1.64499693e-02 -3.50903273e-01
  5.35960317e-01 -1.77202404e-01 -3.57124478e-01 -2.77164966e-01
 -7.50175357e-01  6.18614443e-02 -1.20611824e-01  7.16628805e-02
  3.07420790e-01  8.80113095e-02 -7.66839832e-02  3.26891094e-01
 -1.84513122e-01  1.24297954e-01  1.96370959e-01  1.72064424e-01
 -4.53330547e-01  9.04397890e-02  2.72518069e-01 -4.09932554e-01
  7.85406590e-01 -3.99296701e-01 -4.48818117e-01 -1.83629856e-01
  9.40641835e-02  8.56840074e-01]",0
"[ 0.0283093   0.29947886  0.38304618 -0.30506772  0.1577166  -1.0298476
  0.32194984  0.6225735  -0.19313525  0.1215104  -0.22504151 -0.2240454
  0.36497232  0.13211952  0.00198177  0.0840582   0.34707722  0.11397812
 -0.14763471 -0.08847918  0.6076385   0.24646243  0.5029177   0.08747516
  0.32577267  0.03607636  0.40189162 -0.20876937  0.00893778 -0.4829871
  0.3048135  -0.02019267 -0.2321412   0.46303514  0.2957763   0.22789018
  0.36572036  0.05173412  0.08003166 -0.46160084  0.8674853  -0.25162753
  0.07045295  0.04505438  0.88245326  0.38439333  0.03658694  0.02974839
  0.538525    0.31516775]",0
