Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
Alyson Rodrigues,@AlysonR15307609,2021-01-19T01:05:48.000Z,Eu depois de tomar a vacina do corongaviros kkkkkkkk,,https://pbs.twimg.com/ext_tw_video_thumb/1351334790612578304/pu/img/x7lwH8Sb77rUFdjA.jpg,,,1
EVERTINHO,@IM_Black10,2021-01-19T02:42:50.000Z,"""Lembre-se O Filme ""Eu Sou A Lenda"" No Ano De 2021 Dps De Uma Vacina Dar Errado, Todos Viraram Zumbi.""",,https://pbs.twimg.com/media/EsD-PTcXIAA6Yzc?format=jpg&name=small,,,
Tozza,@TozzaFla,2021-01-19T01:57:24.000Z,Vacina eu tomo! (ft. Craque Neto) 1h edition https://open.spotify.com/episode/1hoLapMniTkSUMJ2VZzUob?si=ssyjPzEHQwW670obgRtcAA… #NowPlaying,"Vacina eu tomo! (ft. Craque Neto) 1h edition - Medo e Delírio em Brasília - Central 3 Podcasts
open.spotify.com",https://pbs.twimg.com/card_img/1350920767047933953/J65Q0rTv?format=jpg&name=240x240,1.0,,3
"Julie de Áries
VEM VACINA",@heeyjuude27,2021-01-19T02:32:13.000Z,"eu falo de quem shippa Juke,mas eu lembrei que eu não tenho moral nenhuma pra falar pq eu shippava a Michelle Hathaway e o Ray(uma viva e um morto tb) ",,https://pbs.twimg.com/media/EsD7zbGW4AIciGm?format=jpg&name=small,,,
Thiago Roberto Siqueira,@Thiagodf2,2021-01-19T01:30:19.000Z,Quando me perguntam se eu vou tomar a vacina....,,https://pbs.twimg.com/media/EsDtpP6XUAA6Xa5?format=jpg&name=small,,,
JP Santa Cruz,@jp_santa,2021-01-19T02:43:57.000Z,"Temos a vacina, agora #QueremosImpeachment 

E o gado nesse momento?",,https://pbs.twimg.com/media/EsD-fmWXcAAmZuT?format=jpg&name=900x900,,,
Laerciop76,@laerciop76,2021-01-19T00:56:38.000Z,Breaking News relatos de efeitos colaterais da vacina,,https://pbs.twimg.com/media/EsDl7rxXcAAUFfO?format=jpg&name=small,,,
Janaina Citeli,@JanainaCiteli,2021-01-19T01:19:22.000Z,"A #vacina ? Nós temos!
#Niteroi zelando pela salvação do nosso estado #RJ

Sim... tomarei a vacina. Quer os bolsos queiram ou não. Xô ignorância! ",,https://pbs.twimg.com/ext_tw_video_thumb/1351337708594094081/pu/img/bNNZUGFLNWZFVPog.jpg,,,
"Alexa, me vacina",@mepoupejunior,2021-01-19T01:49:25.000Z,"Lá vem ela! 
 #VemVacina",,https://pbs.twimg.com/media/EsDyAknWMAQVGRi?format=jpg&name=900x900,,,1
José de Souza,@JosedeSouza04,2021-01-19T01:44:03.000Z,Mal chegou a vacina já liberaram o baile,,https://pbs.twimg.com/media/EsDwybBW4AI8UR5?format=jpg&name=small,,,
AJ Olivera,@Jay0liver,2021-01-19T02:03:45.000Z,"A vacina já chegou. Agora falta o Impeachment. Colabora aí 
@RodrigoMaia
 #QueremosImpeachment",,https://pbs.twimg.com/media/EsD1S_PXYAAPpIF?format=jpg&name=360x360,,,
Vacinação BR,@VacinacaoBR,2021-01-19T02:10:53.000Z,"Tudo pronto para o inicio da imunização em #PortoAlegre. Aplicação das primeiras doses da vacina contra a #Covid19 começa em instantes.

fonte/imagem: secretaria da saúde de Porto Alegre",,https://pbs.twimg.com/media/EsD27ibWMAIJN2U?format=jpg&name=small,,1,
Alessandro Lo-Bianco,@Alessandrolb,2021-01-18T15:19:49.000Z,Não vejo a hora de tomar essa vacina!! ,,https://pbs.twimg.com/media/EsBh6N5XIAEd4l5?format=jpg&name=small,12.0,,63
Lidiane,@LidianePsi_,2021-01-19T00:51:46.000Z,"Louca pra receber a vacina e de quebra, o #ImpeachmentDeBolsonaroUrgente",,https://pbs.twimg.com/media/EsDk0WhXAAMYqd5?format=jpg&name=small,,,
Thiago Rosas,@thiago_rosas94,2021-01-19T00:53:38.000Z,"Eu voltando de Uber depois de ter tomado a vacina 
#vacina #covid #Bozo",,https://pbs.twimg.com/media/EsDlPX9W8AElA3X?format=jpg&name=900x900,,,
Fê,@FernandaLirius,2021-01-19T02:45:03.000Z,"#QueremosImpeachment

Já temos a vacina ! Falta o IMPEACHMENT!!!!!!!!!",,https://pbs.twimg.com/media/EsD-vyfXEAExetz?format=jpg&name=small,,,
Antonio Carlos Malton,@MaltonAc,2021-01-19T02:14:10.000Z,"Não fazer nada contra os ataques constantes contra a democracia que o governo de 
@jairbolsonaro
 faz e vem fazendo e o negacionismo contra a covid e a #vacina, farão de vcs cúmplices desta atual situação. 
@STF_oficial
 @exercitooficial
 @SenadoFederal
 @camaradeputados",,https://pbs.twimg.com/media/EsD3rgxXUAEZDnu?format=jpg&name=medium,,,
keli Cristina VACINA JÁ,@kelicrismor,2021-01-19T01:08:44.000Z,Que ódio...adoro essa série  #PeakyBlinders,"Citar Tweet
dih o finalista
@diego96mp
 · 7 h
Meu amigo me contando que a 6°temporado será a ultima dos #PeakyBlinders",https://pbs.twimg.com/profile_images/1349869824940404738/bQzcgDB0_mini.jpg,,,1
ana bia,@fahlceta,2021-01-19T01:44:21.000Z,anti vacina aqui não filha da puta #NovaFotoDoPerfil,,https://pbs.twimg.com/media/EsDw2vPXYAQdIHa?format=jpg&name=small,,,
julz in a world gone bonkers,@juliana29539584,2021-01-19T01:45:12.000Z,Prefiro opium  a vacina .. pelo menos um da p saber oque esperar  já a outra por ser obrigatória e  tão popular vai saber oque tem nessa merda. Nada muito q surgiu da noite pro dia presta . Seja vacina ou gente .,"Citar Tweet
NTD News
@news_ntd
 · 1 h
A new study points to #AlternativeTreatments to cure the #CCPvirus—ones not often published in the #MainstreamMedia. NTD’s France correspondent David Vives met with a doctor who’s facing #CensorshipOnSocialMedia for talking about them.

https://ntd.com/alternative-treatments-for-the-ccp-virus_554844.html…",https://pbs.twimg.com/profile_images/1250893372107227137/JxC3JaIy_mini.jpg,,,
Vacina Já para todo povo,@nuncaparedeler,2021-01-19T01:03:03.000Z,"Em resposta a 
@LuPsiAmbiental
 @EmersonAnomia
 e 
@butantanoficial",aaa vc mora em Florida!!! legal.  Aqui moro no interior de Sp ainda não chegou!!!!  to contando os dias ,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,1.0,,1
Lilith,@minnerva_,2021-01-19T02:44:14.000Z,Vem vacina... Vão o presidente e todos que se omitiram neste genocídio... #QueremosImpeachment,,https://pbs.twimg.com/media/EsD-j89W4AAMEKh?format=jpg&name=small,,,1
Bonner Fudido,@BonnerFudido,2021-01-19T01:08:21.000Z,"Olha o discurso de alegria desse filho da puta! Apesar da vacina? Vacina do Brasil, mas não era da China?? #impeachmentJa",,https://pbs.twimg.com/ext_tw_video_thumb/1351335615489568769/pu/img/8pJGKTc0Bt3f9gFR.jpg,,,
LONELY,@Aflone01,2021-01-19T01:19:02.000Z,#BrasilSufocado Sem oxigênio. Sem vacina. Sem governo.  Assine agora pelo impeachment!,"Brasil Sufocado
Sem oxigênio. Sem vacina. Sem governo. Assine pelo impeachment.
brasil-sufocado.bonde.org",https://pbs.twimg.com/card_img/1350144586707050499/Mvln_bJk?format=png&name=small,1.0,,
Direitos Já!,@direitosjaforum,2021-01-19T01:56:23.000Z,"@solangecouto1
 abraça a vacina. E você?

#AbraceAVacina",,https://pbs.twimg.com/ext_tw_video_thumb/1351347228137451520/pu/img/NlWL_PF2lSUnaiFz.jpg,,,
 Allyson Honorio ,@allysonhonorio1,2021-01-19T01:26:17.000Z,"UAI SÔÔÔÔ
A VACINA CHEGOOOOOU 
TREM BÃO DEMAIS DA CONTA 
@RomeuZema
 
@governomg
 
#BoraVacinar","Citar Tweet
G1
@g1
 · 1 h
Técnica de enfermagem é a primeira pessoa vacinada contra o coronavírus em Minas Gerais http://glo.bo/3szaQQ2 #G1",https://pbs.twimg.com/profile_images/895772431457157121/n8bWszjh_mini.jpg,,,
McDonald's Brasil,@McDonalds_BR,2021-01-18T20:56:02.000Z,"A McLoma deu a letra da #Méquizice: molho extra e picles extra no BIG MAC... ostentação! E a sua, qual é?",,https://pbs.twimg.com/media/EsCubkEW4AcoC_F.jpg,199.0,414,"6,9 mil"
ℕ𝕒𝕥 ᶜʳᶠ ¹⁸⁹⁵,@natgomesRJ,2021-01-19T02:20:12.000Z,"Minha #Méquizice é Big Mac de frango...
Ah, lembrei que vcs tiraram ele de linha...
Saudades Olimpíadas, quando pude provar essa iguaria sem igual",GIF,https://pbs.twimg.com/tweet_video_thumb/EsD5DY7XMAIumWf.jpg,,,
GGA,@gga09,2021-01-19T02:23:21.000Z,"A vacina é de quem mesmo 
@jairbolsonaro
 . 
#DoriaPresidente2022",,https://pbs.twimg.com/media/EsD5yBZXIAIM3QD?format=jpg&name=small,,,
kayo,@eukayozineo,2021-01-19T02:41:13.000Z,"só queria dizer pra vocês que a 
@usekayozineo
 vai fazer brusinha da Vacina SIM
#VacinaDoButantan #vacina #VemVacina #brusinha",,https://pbs.twimg.com/media/EsD93r0W8AEV94s?format=jpg&name=medium,,,
Vacina já,@Murata1,2021-01-19T01:46:08.000Z,"Governo Bolsonaro admite ao STF que sabia, desde 8 de janeiro, da falta de oxigênio em Manaus
#QueremosImpeachment","Governo Bolsonaro sabia 10 dias antes de colapso em Manaus e necessidade de transferir pacientes -...
Documentos do Ministério da Saúde falam em “possibilidade iminente de colapso” desde 4 de janeiro
apublica.org",https://pbs.twimg.com/card_img/1351219872622141449/3NfEaMYd?format=jpg&name=small,,2,1
Luiz,@im_luizz,2021-01-19T02:46:03.000Z,"aqui tá a galera anti-vacina que não vai nem chegar viva na próxima eleição 

#QueroBolsonaroAte2026",,https://pbs.twimg.com/media/EsD--nzXcAAyNLT?format=jpg&name=small,,,
Vacina Já para todo povo,@nuncaparedeler,2021-01-19T01:02:16.000Z,"Em resposta a 
@LuPsiAmbiental
 @EmersonAnomia
 e 
@butantanoficial","poderia ter um painel bem grande nas capitais iria ficar bom demais ne.  Todo colorido e alegre!!!  eu to é feliz que chegou vacina
 Viva o SUS e viva a ciência ",https://abs-0.twimg.com/emoji/v2/svg/1f489.svg,1.0,,1
PAULO DE JESUS SANTOS,@PAULODEJESUSS13,2021-01-19T01:59:15.000Z,"Caio Coppolla, mais uma vez Perfeito em sua Análise da Politização da Vacina pelo ExDorian.","Doria e a Vacina, minha (re)estreia na CNN
Na minha (re)estreia na CNN (quadro “Liberdade de Opinião”) falei sobre a vacinação contra COVID-19 e a postura (equivocada) do Governador Paulista ***...
facebook.com",https://pbs.twimg.com/card_img/1351302740090228738/ZKlSo7dT?format=jpg&name=240x240,,,
VbBomba,@VbBomba,2021-01-19T01:07:00.000Z,"Esta asquerosa tomou a vacina do 
@jdoriajr
  e ficou assim!
#QueroBolsonaroAte2026",,https://pbs.twimg.com/media/EsDoLv3XUAQ3eYZ?format=jpg&name=small,,,
Soares Importados,@AbigailDonato11,2021-01-19T01:05:52.000Z,"MINIATURAS POKEMON GRANDE + POKEBOLAS 5 CM NO BRASIL https://youtu.be/Q7i419M02qw via 
@YouTube
 

#MusicaNoModoOffline 
#AprecieComModeração
#mentiroso 
 Cássio
Vachina
Metaforando
APESAR DA VACINA
Placebo
Peaky Blinders
Felipe Melo
Goiás x Flamengo","MINIATURAS POKEMON GRANDE + POKEBOLAS 5 CM NO BRASIL
MINIATURAS POKEMON GRANDE + POKEBOLAS 5 CM NO BRASIL
youtube.com",https://pbs.twimg.com/card_img/1348741639360036867/RQSVv9tk?format=jpg&name=240x240,,,
Elizandra Silva,@Elizand84274459,2021-01-19T03:32:11.000Z,"Em resposta a 
@CarlaZambelli38
 e 
@fiocruz","A verdadeira vacina ñ vejo a hora 
#QueroBolsonaroAte2026",https://abs-0.twimg.com/emoji/v2/svg/1f64c.svg,,,
Yuri,@eeeitadiacho,2021-01-19T03:32:10.000Z,"para ouvir na fila da vacina, incluindo os sucessos ""Aquecimento do Bota"", ""Bota tudão"" e ""Se você quer, tome""","Citar Tweet
cecília da abnt
@_ceciIia
 · 17 de jan
Nessa pré e na pós vacina eu vou viver nessa playlist
https://open.spotify.com/playlist/0aU8CX5a6sFodGRGRrUhuN?si=AAAcvQg4Qtyv2xQQqGtR5w…",https://pbs.twimg.com/profile_images/1348105867258945540/nECDqXrZ_mini.jpg,,,
Nath,@natharouche_,2021-01-19T03:32:05.000Z,eu tô só a Vera Holtz esperando liverar a vacina na minha cidade #vacina,,https://pbs.twimg.com/media/EsEJg4YXUAMWn3G?format=jpg&name=small,,,
Repórter Nordeste,@report_nordeste,2021-01-19T03:32:01.000Z,Como será a distribuição da vacina em Alagoas?,"Como será a distribuição da vacina em Alagoas?
Da Agência Alagoas O governador Renan Filho garantiu, na tarde desta segunda-feira (18), que as vacinas contra a Covid-19 serão distribuídas de maneira equânime aos municípios alagoanos, levando em...
reporternordeste.com.br",https://pbs.twimg.com/card_img/1351371792565346305/u0YTY5Pf?format=jpg&name=small,,,
Chega de dar palco a maluco!,@Cfranci59840708,2021-01-19T03:31:59.000Z,"@camaradeputados
 @SenadoFederal
 @STF_oficial
  @cartacapital
 @luisnassif
 acessem este perfil e tomem conhecimento do desastre que se prenuncia. Não esqueçam: a imunização da vacina não é imediata, nem longa. Todos estamos em perigo. ATITUDE, senhores!","Citar Tweet
Brasil Fede Covid
@brasilfedecovid
 · 4 h
Direto de Bauru (SP), mais uma festa contagiante 
 @une.bar (perfil do Instagram) estreando aqui.",https://pbs.twimg.com/profile_images/1347562171929137159/oaKK0luL_mini.jpg,,,
Edilson Laurentino,@sonlaurentino,2021-01-19T03:31:56.000Z,"O MINISTRO DA SAÚDE BRASILEIRO CONTINUA MENTINDO SOBRE OS PRAZOS!
Vacina da Índia: ‘Há possibilidade do Brasil ficar no fim da fila’, alerta especialista: https://br.sputniknews.com/opiniao/2021011916801598-vacina-da-india-ha-possibilidade-do-brasil-ficar-no-fim-da-fila-alerta-especialista/?utm_source=push&utm_medium=browser_notification&utm_campaign=sputnik_br… via 
@sputnik_brasil","Vacina da Índia: ‘Há possibilidade do Brasil ficar no fim da fila’, alerta especialista
Apesar de declarações otimistas do governo, o Brasil pode ""ficar no fim da fila"" para receber as doses da vacina de Oxford produzida no laboratório Serum, na Índia...
br.sputniknews.com",https://pbs.twimg.com/card_img/1351370440279805955/J7jH2M9C?format=jpg&name=small,,,
Carla: ANTIComunismo/ANTISocialismo,@CarlaZiva,2021-01-19T03:31:53.000Z,"@jdoriajr
 em Miami fazendo compras em loja chique  /  
@jdoriajr
  vendendo vacina chinesa em São Paulo 

É no mínimo NOJENTO!

#QueroBolsonaroAte2026 p continuar expondo o esgoto da hipocrisia desses vermes.","Citar Tweet
Carlos Jordy
@carlosjordy
 · 49 min
2:12
Quando você pensa que não tem como alguém ser mais sujo do que já foram usando politicamente a pandemia, o Doria cria todo um teatro para se promover às custas da vacina. Lugar garantido no inferno!",https://pbs.twimg.com/media/EsEJdvcXIAAcfzh?format=jpg&name=small,,,
Luiz Duzac,@duzac_luiz,2021-01-19T03:31:36.000Z,"Em resposta a 
@Rconstantino",O gado pira com a vacina!!! Vai toma cloroquina,https://abs-0.twimg.com/emoji/v2/svg/1f402.svg,,,
Qvs_sara,@QvsSara,2021-01-19T03:31:36.000Z,Toma essa vacina de uma vez meu,"Citar Tweet
Sport Club Internacional
@SCInternacional
 · 17 de jan
Só faltou vocês aqui! Ê saudade! 
Mostrar esta sequência
GIF",https://pbs.twimg.com/profile_images/1322914338928295939/AjWeFbXm_mini.jpg,,,
elson farias,@elsonfarias,2021-01-19T03:31:32.000Z,"Deu pra ti, SARS-CoV-2
Vamos pra vacina, tchau","Citar Tweet
Ciência USP
@cienciausp
 · 4 h
Dia 21 divulgadores de ciência, artistas, personalidades e projetos se unem em uma grande rede pela vacinação!

Junte-se também a @obscovid19br @analise_covid19
@UPVacina@projecthalo @ABRASCO @BlogsUnicamp  entre outros!

Saiba mais: http://bit.ly/38TH3JU

#TodosPelasVacinas",https://pbs.twimg.com/profile_images/1257328707519332352/1KugN6ML_mini.jpg,,,
Juan Castro,@juancastroos,2021-01-19T03:31:26.000Z,"Em resposta a 
@canalfutura","Chegando para tomar a vacina, 
@butantanoficial
 ",https://abs-0.twimg.com/emoji/v2/svg/1f49a.svg,,,
~ TheMaktub,@Annaquissak,2021-01-19T03:31:25.000Z,"Em resposta a 
@marsx
 @CUBESoficial
 e 
@RiotGamesBrasil","Aaaaa já podemos marcar sessão de anime num sextou pós vacina? Obrigadaaaaa pelo cadinho, vocês são topzera demais ",https://abs-0.twimg.com/emoji/v2/svg/2665.svg,,,
Paulão Show,@PAULOZ15,2021-01-19T03:31:25.000Z,"Auto escola:
check
Vacina:
loading
Namorada: 404_error<0730763>NSArrayM.jpg","Citar Tweet
p𝘶t𝘢s𝘴o
@tallesfont
 · 5 h
Metas para 2021:
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1351361636922241028/qV47IFfl_mini.jpg,,,
Chega de dar palco a maluco!,@Cfranci59840708,2021-01-19T03:31:24.000Z,"@camaradeputados
 @SenadoFederal
 @STF_oficial
  @cartacapital
 @luisnassif
 acessem este perfil e tomem conhecimento do desastre que se prenuncia. Não esqueçam: a imunização da vacina não é imediata, nem longa. Todos estamos em perigo. ATITUDE, senhores!","Citar Tweet
Brasil Fede Covid
@brasilfedecovid
 · 1 h
Isso que nós chamamos de desserviço social. Vivemos em uma democracia, mas esse tipo de comentário é tão, mas tão chocante. O Brasil e seus influenciadores...",https://pbs.twimg.com/profile_images/1347562171929137159/oaKK0luL_mini.jpg,,,
"Thaís
VACINA JÁ!",@thageodestinos,2021-01-19T03:31:18.000Z,"Em resposta a 
@HaddadDebochado",Imagino os grupos do Zap ,https://abs-0.twimg.com/emoji/v2/svg/1f630.svg,,,
Roberta S Brasil,@robetchu,2021-01-19T03:31:15.000Z,Que jacaré vc será depois que tomar a vacina?,,https://pbs.twimg.com/media/EsEJUkjVEAAMe2s?format=jpg&name=medium,,,
preguiça,@asousadnz,2021-01-19T03:30:59.000Z,A vacina tá sendo monitorada q nem a berlinda no cirio,"Citar Tweet
Helder Barbalho
@helderbarbalho
 · 1 h
Pessoal, este é o momento mais esperado. Nossas vacinas contra a Covid-19 chegando. #BoraVacinar",https://pbs.twimg.com/profile_images/1341503923551674368/OL_3sd0c_mini.jpg,,,
Chega de dar palco a maluco!,@Cfranci59840708,2021-01-19T03:30:49.000Z,"@camaradeputados
 @SenadoFederal
 @STF_oficial
  @cartacapital
 @luisnassif
 acessem este perfil e tomem conhecimento do desastre que se prenuncia. Não esqueçam: a imunização da vacina não é imediata, nem longa. Todos estamos em perigo. ATITUDE, senhores!","Citar Tweet
Brasil Fede Covid
@brasilfedecovid
 · 25 min
A festa de segunda no Clube de Pesca de Vitória (ES) continua com tudo. Segundo os moradores da região, a cidade está tomada por eventos lotados.",https://pbs.twimg.com/profile_images/1347562171929137159/oaKK0luL_mini.jpg,,,
solange,@solanbatista,2021-01-19T03:30:48.000Z,Pq será essa nova narrativa para as pessoas serem obrigada a tomar vacina #QueroBolsonaroAte2026,"Citar Tweet
Época
@RevistaEpoca
 · 10 h
Maior defensor da cloroquina, médico francês admite pela primeira vez que medicamento não reduz mortes https://epoca.globo.com/sociedade/maior-defensor-da-cloroquina-medico-frances-admite-pela-primeira-vez-que-medicamento-nao-reduz-mortes-24843829?%3Futm_source=twitter&utm_medium=social&utm_campaign=post…",https://pbs.twimg.com/profile_images/1096134064447344641/4JHkyIMy_mini.png,,,
Baby Shark,@Justino_math,2021-01-19T03:30:35.000Z,Eu e meus brother indo tomar vacina akakakakakakak,"Citar Tweet
takaki '^
@vxtakaki
 · 17 de jan
eu e os de verdade indo no postinho tomar a vacina
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1342892254642511873/kjiv2X8G_mini.jpg,,,1.0
Bel,@BelCDuarte,2021-01-19T03:30:22.000Z,"Em resposta a 
@restersolaire","Vão demorar a bater panela outra vez... qdo se derem conta q continuam sem vacina, daqui a alguns meses. Por outro lado, lembra como tava a disposição pra luta antes da pandemia 
? então acho q é isso aí mesmo",https://abs-0.twimg.com/emoji/v2/svg/1f971.svg,,,1.0
m&m,@marinuela_,2021-01-19T03:30:20.000Z,boravê essas vacina q chegaram aqui rui costa,"Citar Tweet
@gaynoia
 · 10 h
isso ai quero corrida da vacinação  qro competição pra ver qual estado vai vacinar mais gente em menos tempo  rinha de governadores
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1341827574251589632/qGJjTlG2_mini.jpg,,,
SANDRO MENDONCA JACCOUD,@JaccoudSandro,2021-01-19T03:30:19.000Z,Trabalhador que se recusar a tomar vacina ou usar máscara pode ser demitido por justa causa,"Trabalhador que se recusar a tomar vacina ou usar máscara pode ser demitido por justa causa
Trabalhador que se recusar a tomar vacina ou usar máscara pode ser demitido por justa causa
br.kokoinfo.com",https://pbs.twimg.com/card_img/1351371381200584706/VYTHxBbT?format=jpg&name=small,,,
Henry,@therHenry_,2021-01-19T03:30:09.000Z,Desse o mais fácil e a vacina kkkkkk,"Citar Tweet
p𝘶t𝘢s𝘴o
@tallesfont
 · 5 h
Metas para 2021:
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1351361636922241028/qV47IFfl_mini.jpg,,,
Taís Paranhos VACINA JÁ,@tparanhos,2021-01-19T03:30:02.000Z,"Em resposta a 
@HUNTRESS013",,https://abs-0.twimg.com/emoji/v2/svg/1f923.svg,,,
"Jani valverde
Petista é lulapetista
,.",@JANI_VALVERD,2021-01-19T03:29:59.000Z,Alguém já achou um bolsobosta q falou q irá tomar a vacina??,,https://pbs.twimg.com/media/EsEJCMSXYAAGTwD?format=jpg&name=small,1.0,,5.0
Milva Vieira VACINA JÁ,@milva_vieira,2021-01-19T03:29:59.000Z,"Em resposta a 
@Andress42350501",,https://abs-0.twimg.com/emoji/v2/svg/2764.svg,,,
Liana N. Palacios VACINA JÁ,@lnpalacios,2021-01-19T03:29:56.000Z,Nós #QueremosImpeachment,"Citar Tweet
Mario Vitor Rodrigues
@mvitorodrigues
 · 3 h
Edição do JN de hoje é de manual de jornalismo. Tudo mastigado. Imagens, documentos, reportagens... tudo redondo.",https://pbs.twimg.com/profile_images/1315836443193942017/EW061_E8_mini.jpg,,,
𝔩𝔲𝔦$,@__moret,2021-01-19T03:29:53.000Z,quero tomar a vacina p ficar logo assim,,https://pbs.twimg.com/media/EsEJAi0XAAEUbZP?format=jpg&name=small,,1.0,2.0
Wagner Terzi,@WagnerTerzi,2021-01-19T03:29:47.000Z,"Doria ataca Bolsonaro e diz que vacina serve como lição para negacionistas https://noticias.uol.com.br/politica/ultimas-noticias/2021/01/18/doria-ataca-bolsonaro-e-diz-que-vacina-serve-como-licao-para-negacionistas.htm?utm_source=chrome&utm_medium=webalert&utm_campaign=politica… via 
@UOLNoticias
 @UOL","Doria ataca Bolsonaro e diz que vacina serve como lição para negacionistas
O governador de São Paulo, João Doria (PSDB), voltou a criticar Jair Bolsonaro (sem partid...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1349767429094834176/x_HdSMra?format=jpg&name=small,,,
William Crespo,@William15934768,2021-01-19T03:29:12.000Z,"Aguardando a vacina!
#mimdequeeutomo",,https://pbs.twimg.com/media/EsEI2uaXMAIu5M3?format=jpg&name=small,,,
Eliada Oliveira,@OliveiraEliada,2021-01-19T03:29:12.000Z,As primeiras doses de vacina contra a #COVID19 chegaram na Bahia!,,https://pbs.twimg.com/media/EsEI2r1XcAIjjY4?format=jpg&name=small,,,
Secretaria da Saúde,@SES_RS,2021-01-19T03:29:11.000Z,Lote da vacina contra a Covid-19 tem temperatura aferida na chegada ao centro.,,https://pbs.twimg.com/media/EsEI139XYAATt4p?format=jpg&name=small,,,20.0
Celia Gusman Vacina já!!,@CeliaGusman1,2021-01-19T03:29:05.000Z,"Queremos vacinas para todos 
#impeachmentSalvaVidas","Citar Tweet
Denise Soares
@Brasile93364633
 · 10 min
#ImpeachmentSalvaVidas QUEREMOS VACINAS PARA TODOS. twitter.com/VemPraRua_br/s…",https://pbs.twimg.com/profile_images/1319970046496690176/-s5WYoKz_mini.jpg,,1.0,3.0
Taisser Gustavo,@Taisser_Gustavo,2021-01-19T03:29:05.000Z,Preciso dessa vacina,"Citar Tweet
Júlio Bonfá
@juliocbonfa
 · 18 min
E aquela vacina lá, CoronaVácuo. Sai quando?? ",https://pbs.twimg.com/profile_images/1333708833240330240/8LAUulLe_mini.jpg,,,
Dai Laranjeira,@DaiLaranjeira,2021-01-19T03:29:05.000Z,"Em resposta a 
@ThiagoSussekind","Para quem é patriota com certeza! Grande dia, vacina já ",https://abs-0.twimg.com/emoji/v2/svg/1f600.svg,,,
@Tavares,@Tavares,2021-01-19T03:29:05.000Z,"Em resposta a 
@Helenasth",Vacina contra a raiva nessa cadela já! ,https://abs-0.twimg.com/emoji/v2/svg/1f923.svg,,,
Narutinho do pará vulgo The Queen's Gambit,@thediamonds_fro,2021-01-19T03:29:03.000Z,Helder sou hipertenso.. já quero a minha vacina,,https://pbs.twimg.com/media/EsEI0k6XIAAckoh?format=jpg&name=small,,,
Chaotic Good #todospelasvacinas,@beta_fig,2021-01-19T03:28:55.000Z,"Muita vontade de colocar uma piscina de plástico na minha sala de estar, bem perto da janela.

Que falta faz uma varanda...",GIF,https://pbs.twimg.com/tweet_video_thumb/EsEIx7IXYAEKmiH.jpg,,,1.0
𝐕𝐢ú𝐯𝐨 𝐃𝐨 𝐋𝐮𝐚𝐧⁷,@Cristian1903_,2021-01-19T03:28:54.000Z,Eu exijo que Pedro Tonon Geromel seja o primeiro homem a receber a vacina!,"Citar Tweet
Coronavirus Brasil
@CoronavirusBra1
 · 48 min
Começa a vacinação no Rio Grande do Sul.
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1292863160999911425/3wugXiJC_mini.jpg,,,
Rogério Araujo - VACINA PARA TODOS,@LRoger_Arq,2021-01-19T03:28:54.000Z,,"Citar Tweet
Mais Ácido
@MaisAcido
 · 8 min",https://pbs.twimg.com/profile_images/1341071180179095553/ztTRhPIl_mini.jpg,,,1.0
"Notícias do PARÁ ◣★◥
(#UseMascara
)",@NoticiasdoPARA,2021-01-19T03:28:41.000Z,"Chegou a vacina no Pará. Nesta terça-feira, às 07h da manhã, o Governador 
@helderbarbalho
 divulgará os detalhes do plano paraense de vacinação em coletiva de imprensa. Foto: 
@GovernoPara",,https://pbs.twimg.com/media/EsEIuUIXAAEvf8W?format=jpg&name=small,,1.0,6.0
pedro alcides,@pedro7savage,2021-01-19T03:28:31.000Z,"agressão a pessoas anti vacina não é crime, é um direito do cidadão","Citar Tweet
lollypop #fã do supla
❁
@lolyarroz
 · 11 h
nao se respeita pessoa anti vacina",https://pbs.twimg.com/profile_images/1349131877597253634/4p96tR4o_mini.jpg,,,
britney espirros,@raphaulay,2021-01-19T03:28:31.000Z,e a Laura Cardoso!!!! pfvr vacina a Laura Cardoso o quanto antes,"Citar Tweet
N a y r a | Filha da Éowyn
@AtaNayra
 · 17 de jan
Instituto Butantã vacine a Fernanda Montenegro agora mesmo por favor
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1344792566278070272/lwx0Hxb7_mini.jpg,,,
braao GMF¹⁹⁰⁸,@braaow,2021-01-19T03:28:17.000Z,pq a vacina não depende do galo,"Citar Tweet
GALÃO PISTOLA
@galaopistola
 · 54 min
Se a vacina chegou em Belo Horizonte por que a taça do Brasileirão não pode também né não?",https://pbs.twimg.com/profile_images/1325937398585430023/fqVVLLPN_mini.jpg,,,
